Nombre,Precio,Proveedor,MPN,EAN,Socket,Chipset,Desbloqueado,Formato,Tipo_Memoria,Capacidad de memoria,Ranuras de RAM,SATA,VGA,DVI,Puerto Display,HDMI,WiFi
Gigabyte B660M DS3H AX DDR4,$137.08 USD,Gigabyte,B660M DS3H AX DDR4,4719331829971,1700,B660,False,ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True
Gigabyte B660M DS3H DDR4,$102.27 USD,Gigabyte,B660M DS3H DDR4,4719331830328,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,1,0.0,2.0,1.0,False
Gigabyte B660M G X AX DDR4,$145.07 USD,Gigabyte,B660M G X AX DDR4,4719331831356,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True
Gigabyte GA-AB350M-DS3H,$54.4 USD,Gigabyte,GA-AB350M-DS3H,4719331802769,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
Gigabyte H110-D3A BTC Edition,$83.55 USD,Gigabyte,GA-H110-D3A,4719331801847,1151,H110,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
Gigabyte H110TN-E,$69.0 USD,Gigabyte,GA-H110TN-E,4719331827335,1151,H110,False,Mini-ITX,"DDR4, SO - DIMM",32 GB,2,2,0,0.0,0.0,0.0,False
Gigabyte H270-HD3,$108.02 USD,Gigabyte,GA-H270-HD3,4719331847319,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte H270N-WIFI,$122.68 USD,Gigabyte,GA-H270N-WIFI,4719331847340,1151,H270,False,Mini-ITX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False
Gigabyte H310M S2H,$62.93 USD,Gigabyte,H310M S2H,4719331802936,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
Gigabyte H370 Aorus Gaming 3 WIFI,$137.81 USD,Gigabyte,H370 AORUS GAMING 3 WIFI,4719331802820,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte H370 HD3,$583.19 USD,Gigabyte,H370 HD3,4719331803285,1151,H370,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte H370M D3H GSM,$129.57 USD,Gigabyte,H370M D3H GSM,4719331803551,1151,H370,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte H610I DDR4,$175.78 USD,Gigabyte,H610I DDR4,4719331834562,1700,H610,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,2.0,1.0,False
Gigabyte H610M S2H DDR4,$87.04 USD,Gigabyte,H610M S2H DDR4,4719331830427,1700,H610,False,Micro-ATX,DDR4,64 GB,2,4,1,1.0,1.0,1.0,False
Gigabyte X299 UD4,$218.06 USD,Gigabyte,X299 UD4,4719331801779,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
Gigabyte X299 UD4 Pro,$244.84 USD,Gigabyte,X299 UD4 PRO,4719331801977,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
Gigabyte X299X Aorus Master,$420.11 USD,Gigabyte,X299X Aorus Master,4719331806996,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False
Gigabyte X299X Designare 10G,$599.28 USD,Gigabyte,X299X DESIGNARE 10G,889523019627,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False
Gigabyte X399 Aorus Xtreme,$446.69 USD,Gigabyte,X399 AORUS XTREME,4719331803896,TR4,X399,True,E-ATX,DDR4,128 GB,8,6,0,0.0,0.0,0.0,False
Gigabyte X470 Aorus Gaming 5 WiFi,$174.08 USD,Gigabyte,X470 Aorus Gaming 5 WiFi,4719331802950,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte X470 Aorus Gaming 7 WiFi,$210.35 USD,Gigabyte,X470 AORUS GAMING 7 WIFI,4719331802943,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X470 Aorus Ultra Gaming, AMD X470",$144.85 USD,Gigabyte,X470 AORUS ULTRA GAMING,4719331802967,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X570 Aorus Master, AMD X570",$317.71 USD,Gigabyte,X570 Aorus Master,4719331805654,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
"Gigabyte X570 Aorus Ultra, AMD X570",$282.08 USD,Gigabyte,X570 Aorus Ultra,4719331806415,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X570 UD, AMD X570",$166.83 USD,Gigabyte,X570 UD,4719331806743,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
GIGABYTE X670E AORUS Master,$463.5 USD,Gigabyte,X670E AORUS MASTER,4719331844363,AM5,X670E,False,E-ATX,DDR5,128 GB,4,6,0,0.0,1.0,1.0,True
Gigabyte Z170M-D3H,$108.44 USD,Gigabyte,GA-Z170M-D3H,4719331829292,1151,Z170,True,Micro-ATX,DDR4,64 GB,4,6,1,1.0,0.0,1.0,False
Gigabyte Z170X Ultra Gaming,$157.86 USD,Gigabyte,GA-Z170X-ULTRA GAMING,4719331821371,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z270M-D3H,$161.03 USD,Gigabyte,GA-Z270M-D3H,4719331842352,1151,Z270,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z270N-WIFI,$144.21 USD,Gigabyte,GA-Z270N-WIFI,4719331847302,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False
Gigabyte Z370 Aorus Gaming 7 + 32GB Optane,$229.65 USD,Gigabyte,Z370 AORUS GAMING 7-OP,4719331803537,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z370 Aorus Ultra Gaming WiFi,$173.6 USD,Gigabyte,Z370 AORUS ULTRA GAMING WIFI,4719331802776,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z370 Aorus Ultra Gaming Wifi + 32GB Optane,$253.5 USD,Gigabyte,Z370 AORUS ULTRA GAMING WIFI-OP,4719331803520,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z390 Aorus Elite,$134.19 USD,Gigabyte,Z390 AORUS ELITE,4719331804398,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
Gigabyte Z390 Aorus Master,$297.4 USD,Gigabyte,Z390 AORUS MASTER,4719331804305,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
Gigabyte Z390 Aorus Pro,$195.84 USD,Gigabyte,Z390 AORUS PRO,4719331804312,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
Gigabyte Z390 Aorus Pro WiFi,$210.35 USD,Gigabyte,Z390 AORUS PRO WIFI,4719331804299,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte Z390 Aorus Ultra,$224.86 USD,Gigabyte,Z390 AORUS ULTRA,4719331804381,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte Z390 Aorus Xtreme,$557.2 USD,Gigabyte,Z390 AORUS XTREME,4719331804602,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z390 Aorus Xtreme Waterforce,$877.7 USD,Gigabyte,Z390 AORUS XTREME WATERFORCE,4719331804862,1151,Z390,False,E-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte Z390 Designare,$282.88 USD,Gigabyte,Z390 Designare,4719331804640,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False
Gigabyte Z390 Gaming X,$122.49 USD,Gigabyte,Z390 GAMING X,4719331804367,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
Gigabyte Z390 M Gaming,$147.92 USD,Gigabyte,Z390 M GAMING,4719331804428,1151,Z390,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte Z590 Aorus Pro AX,$265.58 USD,Gigabyte,Z590 AORUS PRO AX,4719331814427,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,0.0,True
Gigabyte Z590 Vision G,$115.32 USD,Gigabyte,Z590 VISION G,4719331814496,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
Gigabyte Z590I Aorus Ultra,$285.45 USD,Gigabyte,Z590I AORUS ULTRA,4719331814410,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
"MSI A320M-A Pro, socket AM4",$68.19 USD,MSI,7C51-001R,4719072663889,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
MSI A520M Pro,$69.73 USD,MSI,7D14-005R,4719072755492,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,0.0,1.0,1.0,False
MSI A520M Vector WiFi,$94.29 USD,MSI,7D14-008R,4719072752583,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,False
MSI A520M-A Pro,$72.53 USD,MSI,7C96-001R,4719072749927,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,0,1.0,0.0,1.0,False
MSI B360 Gaming Plus,$163.21 USD,MSI,7B22-002R,4719072562823,1151,B360,False,ATX,DDR4,64 GB,4,5,0,0.0,0.0,0.0,False
"MSI B365M Pro-VH, socket 1151",$71.08 USD,MSI,7C31-004R,4719072622749,1151,B365,False,Micro-ATX,DDR4,32 GB,2,6,0,0.0,0.0,1.0,False
MSI B450 Gaming Plus,$101.55 USD,MSI,7B86-002R,4719072587062,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
"MSI B450 Gaming Pro Carbon AC, AMD B450",$123.31 USD,MSI,7B85-001R,4719072587031,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False
MSI B450 Tomahawk Max II,$94.29 USD,MSI,7C02-014R,4719072764562,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,1.0,0.0,1.0,False
"MSI B450-A Pro Max, AMD B450-, socket AM4",$94.29 USD,MSI,7B86-022R,4719072665975,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI B450M Gaming Plus,$96.46 USD,MSI,7B87-001R,4719072587024,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
MSI B460I Gaming Edge WiFi,$145.07 USD,MSI,7C86-002R,4719072740320,1200,B460,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
MSI B550M Pro-VDH WiFi,$123.31 USD,MSI,7C95-001R,4719072733698,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,True
MSI B560M Pro,$101.55 USD,MSI,7D20-001R,4719072802943,1200,B560,False,Micro-ATX,DDR4,64 GB,2,6,1,0.0,1.0,1.0,False
MSI B560M Pro-VDH,$116.05 USD,MSI,7D18-002R,4719072813444,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,1,0.0,1.0,1.0,False
MSI Creator X299,$529.52 USD,MSI,7B96-004R,4719072681487,2066,X299,True,E-ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False
MSI H270 Gaming Pro Carbon,$119.28 USD,MSI,7A64-001R,4719072496166,1151,H270,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI H310-A Pro,$88.96 USD,MSI,7B83-001R,4719072564292,1151,H310,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
MSI H510I Pro WiFi,$122.57 USD,MSI,7D16-002R,4719072802882,1200,H510,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
MSI MAG B550 Tomahawk,$145.06 USD,MSI,7C91-001R,4719072728625,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI MAG B550M Mortar,$130.56 USD,MSI,7C94-006R,4719072727697,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI MAG B550M Mortar WiFi,$151.96 USD,MSI,7C94-001R,4719072728649,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MAG B560M Bazooka,$115.32 USD,MSI,7D18-003R,4719072802936,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI MAG B660 TOMAHAWK WIFI DDR4,$195.13 USD,MSI,7D41-001R,4719072903398,1700,B660,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MAG B660M BAZOOKA DDR4,$155.22 USD,MSI,7D43-004R,4719072921477,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,1.0,1.0,False
MSI MAG X570S Tomahawk WiFi,$232.11 USD,MSI,7D54-001R,4719072864217,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,True
MSI MAG Z390 Tomahawk,$369.93 USD,MSI,7B18-001R,4719072595036,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,1.0,1.0,False
MSI MAG Z490 Tomahawk,$118.87 USD,MSI,7C80-004R,4719072718978,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
MSI MAG Z590 Tomahawk WiFi,$163.2 USD,MSI,7D08-001R,4719072800529,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MAG Z590 Torpedo,$79.05 USD,MSI,7D08-003R,4719072800536,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MEG B550 Unify,$319.35 USD,MSI,7D13-002R,4719072775056,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,True
"MSI MEG X570 ACE, AMD X570",$362.68 USD,MSI,7C35-002R,4719072652487,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0.0,0.0,0.0,False
"MSI MEG X570 Godlike, AMD X570",$762.33 USD,MSI,7C34-002R,4719072652531,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",$282.17 USD,MSI,7C35-010R,4719072678661,AM4,X570,True,ATX,DDR4,128 GB,4,4,0,0.0,0.0,0.0,False
MSI MEG X570S ACE Max,$387.34 USD,MSI,7D50-001R,4719072872397,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,0.0,True
MSI MEG Z390 ACE,$297.4 USD,MSI,7B12-004R,4719072595012,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI MEG Z390 Godlike,$609.31 USD,MSI,7B10-001R,4719072595005,1151,Z390,False,E-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
MSI MEG Z490 ACE,$245.89 USD,MSI,7C71-008R,4719072718923,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True
MSI MEG Z490 Godlike,$652.83 USD,MSI,7C70-005R,4719072719906,1200,Z490,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True
MSI MEG Z590 ACE,$308.09 USD,MSI,7D04-001R,4719072800499,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MEG Z590 ACE Gold Edition,$319.16 USD,MSI,7D04-002R,4719072830397,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,2.0,1.0,True
MSI MEG Z590I Unify,$348.17 USD,MSI,7D05-001R,4719072802837,1200,Z590,True,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
MSI MPG B560I Gaming Edge WiFi,$151.59 USD,MSI,7D19-001R,4719072810580,1200,B560,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
"MSI MPG X570 Gaming Edge WiFi, AMD X570",$528.04 USD,MSI,7C37-001R,4719072652500,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
"MSI MPG X570 Gaming Plus, AMD X570",$158.84 USD,MSI,7C37-004R,4719072652517,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",$252.42 USD,MSI,7B93-001R,4719072652470,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
MSI MPG X570S Carbon Max WiFi,$275.64 USD,MSI,7D52-001R,4719072874988,AM4,X570S,False,ATX,DDR4,128 GB,4,8,0,0.0,0.0,1.0,True
MSI MPG X570S Edge Max WiFi,$232.11 USD,MSI,7D53-003R,4719072872182,AM4,X570S,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,True
MSI MPG Z390 Gaming Edge AC,$166.83 USD,MSI,7B17-002R,4719072597399,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False
MSI MPG Z390 Gaming Plus,$145.07 USD,MSI,7B51-001R,4719072594534,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
MSI MPG Z390 Gaming Pro Carbon,$203.1 USD,MSI,7B17-012R,4719072596477,1151,Z390,False,ATX,DDR4,64 GB,4,6,0,0.0,1.0,1.0,False
MSI MPG Z390 Gaming Pro Carbon AC,$575.74 USD,MSI,7B17-008R,4719072595029,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,1.0,1.0,False
MSI MPG Z390M Gaming Edge AC,$181.34 USD,MSI,7B50-002R,4719072598723,1151,Z390,False,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
MSI MPG Z490 Gaming Edge WiFi,$164.59 USD,MSI,7C79-005R,4719072721992,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MPG Z490 Gaming Plus,$152.34 USD,MSI,7C75-007R,4719072722005,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI MPG Z590 Gaming Carbon WiFi,$207.77 USD,MSI,7D06-001R,4719072800505,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MPG Z590 Gaming Edge WiFi,$181.34 USD,MSI,7D07-001R,4719072802844,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI MPG Z590 Gaming Force,$226.65 USD,MSI,7D06-003R,4719072800512,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI MPG Z590 Gaming Plus,$207.75 USD,MSI,7D07-002R,4719072802868,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
"MSI Prestige X570 Creation, AMD X570",$826.16 USD,MSI,7C36-002R,4719072652494,AM4,X570,True,E-ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
MSI PRO B660M-A DDR4,$122.57 USD,MSI,7D43-001R,4719072921460,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,False
MSI PRO B660M-A WIFI DDR4,$129.83 USD,MSI,7D43-002R,4719072912444,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,True
MSI PRO B660M-B DDR4,$100.81 USD,MSI,7D45-004R,4719072938550,1700,B660,False,Micro-ATX,DDR4,64 GB,2,4,1,0.0,0.0,1.0,False
MSI Pro B760M-A WiFi DDR4,$148.69 USD,MSI,7D99-001R,4711377026383,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,True
MSI Pro X670-P Wifi,$203.1 USD,MSI,7D67-001R,4711377004695,AM5,X670E,False,ATX,DDR5,128 GB,4,6,0,0.0,2.0,1.0,True
MSI TRX40 Pro WiFi,$442.47 USD,MSI,7C60-005R,4719072685089,TRX40,TRX40,False,ATX,DDR4,256 GB,8,8,0,0.0,0.0,0.0,False
MSI X299 Gaming Pro Carbon,$308.45 USD,MSI,7A95-002R,4719072525972,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
MSI X370 Gaming Pro Carbon,$123.31 USD,MSI,7A32-001R,4719072512224,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI X370 Xpower Gaming Titanium,$181.34 USD,MSI,7A31-001R,4719072509569,AM4,X370,True,ATX,DDR4,64 GB,4,5,0,0.0,0.0,0.0,False
MSI X399 SLI Plus,$323.58 USD,MSI,7B09-008R,4719072542986,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",$101.55 USD,MSI,7B79-017R,4719072667658,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"MSI X570-A Pro, AMD X570",$141.44 USD,MSI,7C37-003R,4719072652524,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
MSI Z270 Gaming M7,$314.46 USD,MSI,7A57-001R,4719072496203,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI Z270I Gaming Pro Carbon AC,$168.82 USD,MSI,7A66-001R,4719072490614,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
MSI Z390-A Pro,$309.71 USD,MSI,7B98-001R,4719072594152,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,1.0,0.0,False
MSI Z490-A Pro,$108.07 USD,MSI,7C75-003R,4719072722340,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI Z590 Pro WiFi,$150.87 USD,MSI,7D09-001R,4719072801274,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI Z590-A Pro,$130.56 USD,MSI,7D09-003R,4719072800543,1200,Z590,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
"NZXT N7 Z370, black",$217.98 USD,NZXT,N7-Z37XT-B1,5060301693665,1151,Z370,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
"NZXT N7 Z370, white",$278.97 USD,NZXT,N7-Z37XT-W1,5060301693658,1151,Z370,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
"NZXT N7 Z390 Intel Z390 , white",$254.96 USD,NZXT,N7-Z39XT-W1,5060301694716,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
Supermicro Supero C7Z370-CG-L Single,$184.46 USD,Supermicro,MBD-C7Z370-CG-L-O,672042289745,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
